Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
9,0.2777,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3148,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.2946,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5398,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4581,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.391,"language, text, model, word, models, based, information, task, natural, words",
3,0.3492,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.4332,"language, text, model, word, models, based, information, task, natural, words",
9,0.6678,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.3239,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.6225,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.4333,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4315,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.42,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2677,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.3878,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3729,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.6626,"language, text, model, word, models, based, information, task, natural, words",
4,0.7159,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.394,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4254,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.3582,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.3944,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.8551,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3556,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4242,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.3095,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.4151,"language, text, model, word, models, based, information, task, natural, words",
3,0.7342,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.4499,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.5023,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.5141,"language, text, model, word, models, based, information, task, natural, words",
8,0.5094,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5254,"language, text, model, word, models, based, information, task, natural, words",
2,0.5479,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.4705,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.3839,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.5198,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4724,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6474,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.4069,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.4802,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.7359,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.4242,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4165,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.3371,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.3254,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3441,"language, text, model, word, models, based, information, task, natural, words",
5,0.5049,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3547,"language, text, model, word, models, based, information, task, natural, words",
6,0.3742,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.4491,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.3416,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.2955,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.4226,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3197,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5015,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3822,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4768,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3877,"language, text, model, word, models, based, information, task, natural, words",
1,0.6312,"language, text, model, word, models, based, information, task, natural, words",
3,0.6057,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.7113,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.479,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4712,"language, text, model, word, models, based, information, task, natural, words",
4,0.6794,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.4396,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.8275,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.4713,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.5465,"language, text, model, word, models, based, information, task, natural, words",
9,0.4635,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.5508,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.5719,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3054,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.326,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.4874,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.5319,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.589,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.3201,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.6773,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.4665,"data, system, learning, systems, research, human, machine, user, speech, s",
7,0.3128,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.448,"language, text, model, word, models, based, information, task, natural, words",
7,0.4181,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5387,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.5886,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.2849,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.7907,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.2932,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3344,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3857,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3406,"language, text, model, word, models, based, information, task, natural, words",
2,0.3607,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.2813,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.6502,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5644,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3495,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.3365,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.4723,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.2591,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.7036,"language, text, model, word, models, based, information, task, natural, words",
3,0.2912,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.345,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.3533,"language, text, model, word, models, based, information, task, natural, words",
1,0.7073,"language, text, model, word, models, based, information, task, natural, words",
8,0.5535,"image, network, method, propose, features, methods, art, state, 3d, feature",
